text,question
"Titre: listes des candidats convoqués à l’oral de la filière intelligence artificielle et sciences de données du cycle master, Date: octobre 3, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/listes-des-candidats-convoques-a-loral-de-la-filiere-intelligence-artificielle-et-sciences-de-donnees-du-cycle-master/",Quels sont les noms des candidats convoqués à l'oral de la filière intelligence artificielle?
"Titre: résultats de la présélection du concours d’accès au cycle master – session d’octobre, Date: octobre 3, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/resultats-de-la-preselection-du-concours-dacces-au-cycle-master-session-doctobre/",Quels sont les résultats de la présélection du concours d'accès au cycle master?
"Titre: calendrier du concours d’accès à la 1ère année du cycle master 2023-2024 ( actualise le 03-10-2023), Date: octobre 3, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/calendrier-du-concours-dacces-a-la-1ere-annee-du-cycle-master-2023-2024/",Quel est le calendrier du concours d'accès à la 1ère année du cycle master?
"Titre: listes des groupes et affectations provisoires des modules du semestre d’automne ( actualisees le 01-10-2023), Date: octobre 1, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/listes-des-groupes-et-affectations-provisoires-des-modules-des-semestres-dautomne/",Quelle est la date du semestre d'automne?
"Titre: تمديد تاريخ إيداع ملفات طلبات الاستفادة من المنح برسم الموسم 2024-2023, Date: septembre 30, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/%d8%aa%d9%85%d8%af%d9%8a%d8%af-%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae-%d8%a5%d9%8a%d8%af%d8%a7%d8%b9-%d9%85%d9%84%d9%81%d8%a7%d8%aa-%d8%b7%d9%84%d8%a8%d8%a7%d8%aa-%d8%a7%d8%a7%d9%84%d8%b3%d8%aa%d9%81%d8%a7/",Quel est le lien à l'adresse suivante?
"Titre: appel à candidatures de la 16ème saison de stars of science, Date: septembre 28, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/appel-a-candidatures-de-la-16eme-saison-de-stars-of-science/",Quelle est la date de l'appel à candidatures de la 16e saison de stars of science?
"Titre: résultats définitifs du concours d’accès au cycle master – session du 25-26/09/2023, Date: septembre 28, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/resultats-definitifs-du-concours-dacces-au-cycle-master-session-du-25-26-09-2023/",Quels sont les résultats définitifs du concours d'accès au cycle master?
"Titre: concours d’accès au cycle master 2023-2024   :  calendrier et listes des candidats par local de l’épreuve écrite, Date: septembre 24, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/concours-dacces-au-cycle-master-2023-2024-calendrier-et-listes-des-candidats-par-local-de-lepreuve-ecrite/",Quel est le nom du concours d'accès au cycle master?
"Titre: appel à candidatures pour les bourses erasmus mundus joint master, Date: septembre 23, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/appel-a-candidatures-pour-les-bourses-erasmus-mundus-joint-master/",Quelle est la date de l'appel à candidatures pour les bourses erasmus mundus?
"Titre: avis aux nouveaux bacheliers admis de la 3eme phase, Date: septembre 23, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-aux-nouveaux-bacheliers-admis/",Qu'est-ce qu'un avis aux nouveaux bacheliers admis de la 3eme phase?
"Titre: résultats de la présélection du concours d’accès au cycle master – session du 25-26/09/2023, Date: septembre 22, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/resultats-de-la-preselection-du-concours-dacces-au-cycle-master-session-du-25-26-09-2023/",Quels sont les résultats de la présélection du concours d'accès au cycle master?
"Titre: avis aux étudiants : démarrage des enseignements du semestre 1 d’automne  2023-2024, Date: septembre 16, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-aux-etudiants-demarrage-des-enseignements-du-semestre-1-dautomne-2023-2024/",Quelle est la date du début des enseignements du semestre 1?
"Titre: avis de réinscription en doctorat 2023-2024, Date: septembre 13, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-de-reinscription-en-doctorat-2023-2024/",Quelle est la date de l'avis de réinscription en doctorat?
"Titre: nouveau calendrier d’inscription de la phase 2, Date: septembre 12, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/nouveau-calendrier-dinscription-de-la-phase-2/",Quelle est la date du nouveau calendrier d'inscription de la phase 2?
"Titre: appel à candidature : concours d’accès au cycle master  2023-2024, Date: septembre 10, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/appel-a-candidature-concours-dacces-au-cycle-master-2023-2024/",Quelle est la date du concours d'accès au cycle master?
"Titre: avis aux étudiants : démarrage des cours de la session d’automne 2023/2024 et emplois du temps, Date: septembre 10, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-aux-etudiants-demarrage-des-cours-de-la-session-dautomne-2023-2024/",Quelle est la date du début des cours de la session d'automne 2023-2024?
"Titre: résultats du concours d’accès la 3ème année du cycle licence st, Date: septembre 8, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/resultats-du-concours-dacces-la-3eme-annee-du-cycle-licence-st/",Quels sont les résultats du concours d'accès de la 3e année du cycle licence st?
"Titre: avis de présentation d’habilitation universitaire : ouiam el galiou, Date: septembre 8, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-de-presentation-dhabilitation-universitaire-ouiam-el-galiou/",Quelle est la date de l'avis de présentation d'habilitation universitaire ouiam el galiou?
"Titre: résultats définitifs des concours de recrutement des professeurs assistants, Date: septembre 8, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/resultats-definitifs-des-concours-de-recrutement-des-professeurs-assistants/",Quelle est la date du concours de recrutement des professeurs assistants?
"Titre: appel à candidature pour l’inscription en doctorat au titre de l’année universitaire 2023 – 2024, Date: septembre 7, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/appel-a-candidatures-au-cycle-de-doctorat/",Quelle est la date de l'appel à candidature pour l'inscription en doctorat?
"Titre: résultats de l’orientation vers les semestres de spécialisation s5 & s6 du cycle licence  2023-2024, Date: août 10, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/orientation-23-24/",Quels sont les résultats de l'orientation vers les semestres de spécialisation s5 & s6 du cycle licence 2023-2024?
"Titre: avis aux étudiants du cycle licence : réinscription au titre de l’année universitaire 2023-2024, Date: août 1, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-aux-etudiants-du-cycle-licence-reinscription-au-titre-de-lannee-universitaire-2023-2024/",Quelle est la date de l'avis aux étudiants du cycle?
"Titre: concours de recrutement de professeur de l’enseignement supérieur assistant (01 poste), Date: juillet 29, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/concours-de-recrutement-de-professeur-de-lenseignement-superieur-assistant-01-poste/",Quelle est la date du concours de recrutement de professeur de l'enseignement supérieur assistant?
"Titre: concours d’accès à la 2ème année du cycle ingénieur d’état : résultats définitifs, Date: juillet 28, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/concours-dacces-a-la-2eme-annee-du-cycle-ingenieur-detat-resultats-definitifs/",Quel est le nom du concours d'accès à la 2ème année du cycle ingénieur d'état?
"Titre: concours d’accès à la 1ère année du cycle ingénieur d’état : résultats définitifs, Date: juillet 28, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/concours-dacces-a-la-1ere-annee-du-cycle-ingenieur-detat-resultats-definitifs/",Quel est le nom du concours d'accès à la 1ère année?
"Titre: concours 1ère année du cycle ingénieur 2023-2024 : résultats de l’épreuve écrite gei & gind, Date: juillet 26, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/concours-1ere-annee-du-cycle-ingenieur-2023-2024-resultats-de-lepreuve-ecrite-gei-gind/",Quel est le nom du concours 1ère année du cycle ingénieur 2023-2024?
"Titre: concours 1ère année du cycle ingénieur 2023-2024 : résultats de l’épreuve écrite lsi & gemi, Date: juillet 25, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/concours-1ere-annee-du-cycle-ingenieur-2023-2024-resultats-de-lepreuve-ecrite-lsi-gemi/",Quel est le nom du concours 1ère année du cycle ingénieur 2023-2024?
"Titre: concours d’accès au cycle ingénieur 2023-2024 :  liste des candidats par local de l’épreuve écrite – géoinformation & génie industriel, Date: juillet 25, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/concours-dacces-au-cycle-ingenieur-2023-2024-liste-des-candidats-par-local-de-lepreuve-ecrite-geoinformation-genie-industrie/",Quel est le nom du concours d'accès au cycle ingénieur 2023-2024?
"Titre: concours d’accès au cycle ingénieur 2023-2024 :  liste des candidats par local de l’épreuve écrite – logiciel et systèmes intelligents & génie électrique et management industriel, Date: juillet 24, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/concours-dacces-au-cycle-ingenieur-2023-2024-liste-des-candidats-par-local-de-lepreuve-ecrite-logiciel-et-systemes-intelligents-genie-electrique-et-management-industrie/",Quel est le nom du concours d'accès au cycle ingénieur?
"Titre: concours d’accès à la 2ème année du cycle ingénieur d’état : résultats de présélection, Date: juillet 22, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/concours-dacces-a-la-2eme-annee-du-cycle-ingenieur-detat-resultats-de-preselection/",Quel est le nom du concours d'accès à la 2ème année du cycle ingénieur d'état?
"Titre: résultats de la présélection du concours d’accès à la 1ère année du cycle ingénieur 2023-2024, Date: juillet 21, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/resultats-de-la-preselection-du-concours-dacces-a-la-1ere-annee-du-cycle-ingenieur-2023-2024/",Quel est le nom du concours d'accès à la 1ère année du cycle ingénieur 2023-2024?
"Titre: préinscription des nouveaux bacheliers 2023-2024, Date: juillet 20, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/preinscription-des-nouveaux-bacheliers-2023-2024/",Quelle est la date de préinscription des nouveaux bacheliers 2023-2024?
"Titre: orientation vers les semestres de specialisation s5 & s6  du cycle licence  2023/2024, Date: juillet 20, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/orientation-vers-les-semestres-de-specialisation-s5-s6-du-cycle-licence-2023-2024/",Quelle est la date de l'orientation vers les semestres de spécialisation s5 et s6?
"Titre: prolongement de la date d’orientation vers les semestres de spécialisation s5 & s6 du cycle licence 2023/2024, Date: juillet 18, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/prolongement-de-la-date-dorientation-vers-les-semestres-de-specialisation-s5-s6-du-cycle-licence-2023-2024/",Quelle est la date de prolongation de la date d'orientation vers les semestres de spécialisation s5 et s6?
"Titre: avis de présentation d’habilitation universitaire : saida bouzid, Date: juillet 18, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-de-presentation-dhabilitation-universitaire-saida-bouzid/",Quelle est la date de l'avis de présentation d'habilitation universitaire?
"Titre: avis important aux lauréats 2022-2023, Date: juillet 16, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/avis-important-aux-laureats-2022-2023/",Qu'est-ce qu'un avis important aux lauréats?
"Titre: résultat de la 1ère épreuve du concours de recrutement d’un (01) professeur assistant, spécialité : chimie physique, Date: juillet 15, 2023. Pour plus de détails, veuillez consulter le lien suivant : https://fstt.ac.ma/Portail2023/resultat-de-la-1ere-epreuve-du-concours-de-recrutement-dun-01-professeur-assistant-specialite-biologie-medicale-copy/",Quelle est la spécialité du concours de recrutement d'un professeur assistant?
